date,series,adjusted_close
2016-11-01,MRVL,13.389288902282715
2016-12-01,MRVL,13.006266593933105
2017-01-01,MRVL,13.943994522094727
2017-02-01,MRVL,14.628535270690918
2017-03-01,MRVL,14.364924430847168
2017-04-01,MRVL,14.13900089263916
2017-05-01,MRVL,16.228784561157227
2017-06-01,MRVL,15.606664657592773
2017-07-01,MRVL,14.699731826782227
2017-08-01,MRVL,16.9198055267334
2017-09-01,MRVL,16.91036033630371
2017-10-01,MRVL,17.506027221679688
2017-11-01,MRVL,21.174041748046875
2017-12-01,MRVL,20.405075073242188
2018-01-01,MRVL,22.172821044921875
2018-02-01,MRVL,22.324880599975586
2018-03-01,MRVL,20.0145320892334
2018-04-01,MRVL,19.11863899230957
2018-05-01,MRVL,20.529193878173828
2018-06-01,MRVL,20.433879852294922
2018-07-01,MRVL,20.36724090576172
2018-08-01,MRVL,19.765119552612305
2018-09-01,MRVL,18.4461612701416
2018-10-01,MRVL,15.73293685913086
2018-11-01,MRVL,15.445311546325684
2018-12-01,MRVL,15.584810256958008
2019-01-01,MRVL,17.837339401245117
2019-02-01,MRVL,19.20425796508789
2019-03-01,MRVL,19.14649772644043
2019-04-01,MRVL,24.156314849853516
2019-05-01,MRVL,21.53020668029785
2019-06-01,MRVL,23.046016693115234
2019-07-01,MRVL,25.41425895690918
2019-08-01,MRVL,23.198013305664062
2019-09-01,MRVL,24.165802001953125
2019-10-01,MRVL,23.666358947753906
2019-11-01,MRVL,25.587614059448242
2019-12-01,MRVL,25.83046531677246
2020-01-01,MRVL,23.379680633544922
2020-02-01,MRVL,20.71493911743164
2020-03-01,MRVL,22.008405685424805
2020-04-01,MRVL,26.07782554626465
2020-05-01,MRVL,31.812213897705078
2020-06-01,MRVL,34.19178771972656
2020-07-01,MRVL,35.622947692871094
2020-08-01,MRVL,37.8792839050293
2020-09-01,MRVL,38.77791976928711
2020-10-01,MRVL,36.690433502197266
2020-11-01,MRVL,45.27859115600586
2020-12-01,MRVL,46.56040954589844
2021-01-01,MRVL,50.399635314941406
2021-02-01,MRVL,47.28516387939453
2021-03-01,MRVL,47.97074508666992
2021-04-01,MRVL,44.33123779296875
2021-05-01,MRVL,47.361183166503906
2021-06-01,MRVL,57.196224212646484
2021-07-01,MRVL,59.39672088623047
2021-08-01,MRVL,60.0642204284668
2021-09-01,MRVL,59.20040512084961
2021-10-01,MRVL,67.30306243896484
2021-11-01,MRVL,69.92642974853516
2021-12-01,MRVL,85.96122741699219
2022-01-01,MRVL,70.20246887207031
2022-02-01,MRVL,67.18397521972656
2022-03-01,MRVL,70.50727844238281
2022-04-01,MRVL,57.15744400024414
2022-05-01,MRVL,58.21044921875
2022-06-01,MRVL,42.83856201171875
2022-07-01,MRVL,54.870697021484375
2022-08-01,MRVL,46.13948059082031
2022-09-01,MRVL,42.28630447387695
